DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20080716,16/07/2008,4,Wednesday,Miércoles,Mercredi,16,198,29,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080717,17/07/2008,5,Thursday,Jueves,Jeudi,17,199,29,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080718,18/07/2008,6,Friday,Viernes,Vendredi,18,200,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080719,19/07/2008,7,Saturday,Sábado,Samedi,19,201,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080720,20/07/2008,1,Sunday,Domingo,Dimanche,20,202,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080721,21/07/2008,2,Monday,Lunes,Lundi,21,203,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080722,22/07/2008,3,Tuesday,Martes,Mardi,22,204,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080723,23/07/2008,4,Wednesday,Miércoles,Mercredi,23,205,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080724,24/07/2008,5,Thursday,Jueves,Jeudi,24,206,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080725,25/07/2008,6,Friday,Viernes,Vendredi,25,207,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080726,26/07/2008,7,Saturday,Sábado,Samedi,26,208,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080727,27/07/2008,1,Sunday,Domingo,Dimanche,27,209,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080728,28/07/2008,2,Monday,Lunes,Lundi,28,210,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080729,29/07/2008,3,Tuesday,Martes,Mardi,29,211,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080730,30/07/2008,4,Wednesday,Miércoles,Mercredi,30,212,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080731,31/07/2008,5,Thursday,Jueves,Jeudi,31,213,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080801,01/08/2008,6,Friday,Viernes,Vendredi,1,214,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080802,02/08/2008,7,Saturday,Sábado,Samedi,2,215,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080803,03/08/2008,1,Sunday,Domingo,Dimanche,3,216,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080804,04/08/2008,2,Monday,Lunes,Lundi,4,217,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080805,05/08/2008,3,Tuesday,Martes,Mardi,5,218,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080806,06/08/2008,4,Wednesday,Miércoles,Mercredi,6,219,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080807,07/08/2008,5,Thursday,Jueves,Jeudi,7,220,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080808,08/08/2008,6,Friday,Viernes,Vendredi,8,221,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080809,09/08/2008,7,Saturday,Sábado,Samedi,9,222,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080810,10/08/2008,1,Sunday,Domingo,Dimanche,10,223,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080811,11/08/2008,2,Monday,Lunes,Lundi,11,224,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080812,12/08/2008,3,Tuesday,Martes,Mardi,12,225,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080813,13/08/2008,4,Wednesday,Miércoles,Mercredi,13,226,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080814,14/08/2008,5,Thursday,Jueves,Jeudi,14,227,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080815,15/08/2008,6,Friday,Viernes,Vendredi,15,228,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080816,16/08/2008,7,Saturday,Sábado,Samedi,16,229,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080817,17/08/2008,1,Sunday,Domingo,Dimanche,17,230,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080818,18/08/2008,2,Monday,Lunes,Lundi,18,231,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080819,19/08/2008,3,Tuesday,Martes,Mardi,19,232,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080820,20/08/2008,4,Wednesday,Miércoles,Mercredi,20,233,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080821,21/08/2008,5,Thursday,Jueves,Jeudi,21,234,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080822,22/08/2008,6,Friday,Viernes,Vendredi,22,235,35,August,Agosto,Août,8,3,2008,2,1,2009,1
20080823,23/08/2008,7,Saturday,Sábado,Samedi,23,236,35,August,Agosto,Août,8,3,2008,2,1,2009,1
20080824,24/08/2008,1,Sunday,Domingo,Dimanche,24,237,35,August,Agosto,Août,8,3,2008,2,1,2009,1
20080825,25/08/2008,2,Monday,Lunes,Lundi,25,238,35,August,Agosto,Août,8,3,2008,2,1,2009,1
20080826,26/08/2008,3,Tuesday,Martes,Mardi,26,239,35,August,Agosto,Août,8,3,2008,2,1,2009,1
20080827,27/08/2008,4,Wednesday,Miércoles,Mercredi,27,240,35,August,Agosto,Août,8,3,2008,2,1,2009,1
20080828,28/08/2008,5,Thursday,Jueves,Jeudi,28,241,35,August,Agosto,Août,8,3,2008,2,1,2009,1
20080829,29/08/2008,6,Friday,Viernes,Vendredi,29,242,36,August,Agosto,Août,8,3,2008,2,1,2009,1
20080830,30/08/2008,7,Saturday,Sábado,Samedi,30,243,36,August,Agosto,Août,8,3,2008,2,1,2009,1
20080831,31/08/2008,1,Sunday,Domingo,Dimanche,31,244,36,August,Agosto,Août,8,3,2008,2,1,2009,1
20101101,01/11/2010,2,Monday,Lunes,Lundi,1,305,44,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101102,02/11/2010,3,Tuesday,Martes,Mardi,2,306,44,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101103,03/11/2010,4,Wednesday,Miércoles,Mercredi,3,307,44,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101104,04/11/2010,5,Thursday,Jueves,Jeudi,4,308,44,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101105,05/11/2010,6,Friday,Viernes,Vendredi,5,309,45,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101106,06/11/2010,7,Saturday,Sábado,Samedi,6,310,45,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101107,07/11/2010,1,Sunday,Domingo,Dimanche,7,311,45,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101108,08/11/2010,2,Monday,Lunes,Lundi,8,312,45,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101109,09/11/2010,3,Tuesday,Martes,Mardi,9,313,45,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101110,10/11/2010,4,Wednesday,Miércoles,Mercredi,10,314,45,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101111,11/11/2010,5,Thursday,Jueves,Jeudi,11,315,45,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101112,12/11/2010,6,Friday,Viernes,Vendredi,12,316,46,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101113,13/11/2010,7,Saturday,Sábado,Samedi,13,317,46,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101114,14/11/2010,1,Sunday,Domingo,Dimanche,14,318,46,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101115,15/11/2010,2,Monday,Lunes,Lundi,15,319,46,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101116,16/11/2010,3,Tuesday,Martes,Mardi,16,320,46,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101117,17/11/2010,4,Wednesday,Miércoles,Mercredi,17,321,46,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101118,18/11/2010,5,Thursday,Jueves,Jeudi,18,322,46,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101119,19/11/2010,6,Friday,Viernes,Vendredi,19,323,47,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101120,20/11/2010,7,Saturday,Sábado,Samedi,20,324,47,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101121,21/11/2010,1,Sunday,Domingo,Dimanche,21,325,47,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101122,22/11/2010,2,Monday,Lunes,Lundi,22,326,47,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101123,23/11/2010,3,Tuesday,Martes,Mardi,23,327,47,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101124,24/11/2010,4,Wednesday,Miércoles,Mercredi,24,328,47,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101125,25/11/2010,5,Thursday,Jueves,Jeudi,25,329,47,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101126,26/11/2010,6,Friday,Viernes,Vendredi,26,330,48,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101127,27/11/2010,7,Saturday,Sábado,Samedi,27,331,48,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101128,28/11/2010,1,Sunday,Domingo,Dimanche,28,332,48,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101129,29/11/2010,2,Monday,Lunes,Lundi,29,333,48,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
20101130,30/11/2010,3,Tuesday,Martes,Mardi,30,334,48,November,Noviembre,Novembre,11,4,2010,2,2,2011,1
